"ID" "setSize" "enrichmentScore" "NES" "pvalue" "p.adjust" "qvalue" "core_enrichment" "rank"
"GOBP_POSITIVE_REGULATION_OF_MACROMOLECULE_BIOSYNTHETIC_PROCESS" "GOBP_POSITIVE_REGULATION_OF_MACROMOLECULE_BIOSYNTHETIC_PROCESS" 49 0.248171619554407 0.967740061327336 0.510344827586207 1 1 "DEAF1/HOXB4/HOXB5/MTA2/SMAD3/THOC5/ZNF782/HINFP/THRA/PPARG/GOLGA2/CITED1" 66
"GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS" "GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS" 15 0.334910808891483 0.966253089638155 0.463894967177243 1 1 "AUH/ACADL/ACAD11/GALE/CRAT/ADHFE1/GLYCTK" 109
"GOBP_CELL_ADHESION" "GOBP_CELL_ADHESION" 23 -0.305612829160737 -0.963103932846586 0.491103202846975 1 1 "KANK1/PRKG1/ZFHX3/BCL6/SPON2/CLASP2/LAMC2/KIF26B/PDZD2" 119
"GOBP_DNA_REPAIR" "GOBP_DNA_REPAIR" 11 -0.376355635218639 -0.962469254824943 0.502793296089385 1 1 "FMN2/NSMCE4A/TNKS1BP1/SIRT7/DEK" 68
"GOBP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS" "GOBP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS" 24 -0.303016844443326 -0.961600157089284 0.509632224168126 1 1 "B4GALT6/MGAT1/ATP1A2/ACSL1/CHST11/PGM3/PANK1/HS2ST1" 103
"GOBP_REGULATION_OF_CATABOLIC_PROCESS" "GOBP_REGULATION_OF_CATABOLIC_PROCESS" 22 0.300377570845303 0.9597326153191 0.468468468468468 1 1 "PNPLA2/FMN2/SMAD3/THRA/GOLGA2/TNRC6B/WNT5A/FMN2/TRAF3IP2" 121
"GOMF_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY" "GOMF_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY" 19 0.309496478509687 0.954026591733712 0.498920086393089 1 1 "SBF2/SBF2/ARHGAP32/CYTH1/DENND1A/RAPGEF2" 52
"GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION" "GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION" 22 0.298490043619755 0.953701800716122 0.477477477477477 1 1 "SMAD3/STK36/STK3/RAPGEF2/PPARG" 62
"GOBP_REGULATION_OF_CELL_POPULATION_PROLIFERATION" "GOBP_REGULATION_OF_CELL_POPULATION_PROLIFERATION" 33 0.268953475568158 0.951485422745616 0.515418502202643 1 1 "DEAF1/SMAD3/MCC/STK3/RAPGEF2/MCC/B4GALT7/RTN4/PPARG/CITED1/PMP22/PDF/WNT5A" 97
"GOBP_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS" "GOBP_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS" 48 0.242920023733113 0.947699045913674 0.555299539170507 1 1 "DEAF1/HOXB4/HOXB5/MTA2/SMAD3/THOC5/ZNF782/HINFP/THRA/PPARG/CITED1" 66
"HALLMARK_ADIPOGENESIS" "HALLMARK_ADIPOGENESIS" 11 0.36030785782683 0.947240084770781 0.501075268817204 1 1 "PPARG/ACADL/CRAT" 72
"GOCC_SECRETORY_GRANULE" "GOCC_SECRETORY_GRANULE" 11 0.35987643341246 0.946105881089228 0.503225806451613 1 1 "PECAM1/ATAD3B/ATP8B4" 67
"GOBP_MONOATOMIC_CATION_TRANSPORT" "GOBP_MONOATOMIC_CATION_TRANSPORT" 18 -0.321273031634328 -0.944747781845605 0.516544117647059 1 1 "PLCD1/NEDD4/CACNA2D1/ATP1A2/FHL1/BIN1/TRPC4AP/CASQ2" 127
"GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS" "GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS" 31 -0.286438001189925 -0.94342343645684 0.531481481481481 1 1 "ATP1A2/CD320/VAMP8/ACSL1/RUFY3/BCL6/SPON2/BIN1/FGF1/ING1/ERAP1/DIXDC1" 97
"GOBP_TUBE_MORPHOGENESIS" "GOBP_TUBE_MORPHOGENESIS" 26 -0.291725743418319 -0.94273269684485 0.538194444444444 1 1 "FGF1/MTHFR/ERAP1/HS2ST1/KIF26B/TNMD" 48
"GOBP_TISSUE_MIGRATION" "GOBP_TISSUE_MIGRATION" 12 0.348972687108721 0.942238446299887 0.52267818574514 1 1 "MCC/MCC/RTN4/PPARG/S100A2/WNT5A" 97
"GOCC_MEMBRANE_PROTEIN_COMPLEX" "GOCC_MEMBRANE_PROTEIN_COMPLEX" 17 -0.324264412645919 -0.942131378140533 0.532727272727273 1 1 "CACNA2D1/ATP1A2/VAMP8/SYNE3/TOMM40L/CASQ2" 111
"GOBP_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY" "GOBP_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY" 13 0.339200538207629 0.940998694207775 0.5042194092827 1 1 "SMAD3/PPARG/CITED1/VEPH1/WNT5A" 97
"GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS" "GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS" 21 -0.307598770912539 -0.940484456566361 0.543165467625899 1 1 "USP25/FMN2/NSMCE4A/PTPN1/SIRT7/DEK/DIXDC1/SH3RF3" 73
"GOMF_OXIDOREDUCTASE_ACTIVITY" "GOMF_OXIDOREDUCTASE_ACTIVITY" 14 0.330042002562249 0.937981846972351 0.514161220043573 1 1 "ACADL/ACAD11/CRAT/ADHFE1/NDUFAF5/IMPDH1/OXR1/RDH5" 135
"GOBP_CELLULAR_RESPONSE_TO_STRESS" "GOBP_CELLULAR_RESPONSE_TO_STRESS" 43 -0.259127808201965 -0.937649257409744 0.564056939501779 1 1 "BCL6/USP25/FMN2/NSMCE4A/PTPN1/TNKS1BP1/FGF1/SIRT7/BRD4/ARHGEF10L/DEK/DIXDC1/SH3RF3" 79
"GOBP_MITOCHONDRION_ORGANIZATION" "GOBP_MITOCHONDRION_ORGANIZATION" 16 -0.329647361323165 -0.936847699725683 0.550909090909091 1 1 "SHARPIN/LRBA/TOMM40L/SIRT7/PGAM5" 65
"GOBP_SECRETION" "GOBP_SECRETION" 14 0.329259032266393 0.935756639518359 0.518518518518518 1 1 "IL13RA2/PPARG/VPS4A/MYO6/TRAF3IP2/SLC26A6/PIP5K1C" 138
"GOBP_ORGANELLE_LOCALIZATION" "GOBP_ORGANELLE_LOCALIZATION" 14 0.328954948224095 0.934892430389173 0.518518518518518 1 1 "IL13RA2/FMN2/MYO1C" 36
"GOMF_AMIDE_BINDING" "GOMF_AMIDE_BINDING" 11 -0.365339147762937 -0.934296352707726 0.538175046554935 1 1 "LVRN/TOMM40L/ERAP1/PANK1" 64
"GOBP_HETEROCYCLE_CATABOLIC_PROCESS" "GOBP_HETEROCYCLE_CATABOLIC_PROCESS" 12 -0.354891166083425 -0.93387749528793 0.539888682745826 1 1 "PRR5L/MGAT1/DPYSL3/TNKS1BP1/SSB" 99
"GOBP_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS" "GOBP_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS" 12 -0.354891166083425 -0.93387749528793 0.539888682745826 1 1 "PRR5L/MGAT1/DPYSL3/TNKS1BP1/SSB" 99
"GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_HOMEOSTASIS" "GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_HOMEOSTASIS" 14 0.328369802202756 0.933229441007266 0.522875816993464 1 1 "PECAM1/XKR8/THRA/ACADL/SLC22A5" 82
"GOMF_PURINE_NUCLEOTIDE_BINDING" "GOMF_PURINE_NUCLEOTIDE_BINDING" 47 0.241372457440155 0.932834825882934 0.594907407407407 1 1 "STK32C/STK36/SELENOO/MYO1C/STK3/RAPGEF2/ATAD3B/CDKL1/ACADL/ATP8B4/VPS4A/SLC22A5/PC/GLYCTK/NUDT6/NADSYN1/MYO6/PTPA/MOK/NUBPL/FPGS/PIP5K1C" 138
"GOBP_IMMUNE_RESPONSE" "GOBP_IMMUNE_RESPONSE" 27 0.278505380734832 0.927208575128136 0.557109557109557 1 1 "IL13RA2/SMAD3/MYO1C/RTN4/PPARG/CITED1/ANKRD17/SLC22A5/WNT5A/TRAF3IP2/TCF12/SLC26A6" 126
"GOCC_CHROMOSOME" "GOCC_CHROMOSOME" 45 -0.253117055104121 -0.926830443963529 0.595446584938704 1 1 "TEF/BCL6/PHC2/NSMCE4A/TNKS1BP1/SIRT7/BRD4/CLASP2/ING1/DEK/ZNF174/SSB/MSL2" 80
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS" "GOBP_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS" 24 0.287294332235752 0.926011338630525 0.556844547563805 1 1 "PRKRIP1/FMN2/SMAD3/RTN4/PPARG/TNRC6B/SMYD3/FMN2/PTPA/CD44/OXR1" 133
"GOMF_INORGANIC_MOLECULAR_ENTITY_TRANSMEMBRANE_TRANSPORTER_ACTIVITY" "GOMF_INORGANIC_MOLECULAR_ENTITY_TRANSMEMBRANE_TRANSPORTER_ACTIVITY" 12 -0.351302660398061 -0.924434530735561 0.545454545454545 1 1 "CACNA2D1/ATP1A2/MFSD5/SLC1A4/TRPC4AP" 46
"GOCC_AXON" "GOCC_AXON" 15 -0.330726328705661 -0.924354048697158 0.552293577981651 1 1 "DPYSL3/EPB41L3/RUFY3/BIN1/NAV1/DIXDC1" 89
"GOCC_SUPRAMOLECULAR_POLYMER" "GOCC_SUPRAMOLECULAR_POLYMER" 25 -0.288805389306219 -0.920580234224469 0.571678321678322 1 1 "MID1/CCDC57/SHROOM1/SVIL/DPYSL3/BIN1/NAV1/CLASP2/DEK/SLC1A4/CASQ2" 110
"GOBP_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS" "GOBP_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS" 25 -0.288043102296878 -0.918150409922053 0.573426573426573 1 1 "B4GALT6/MGAT1/CHST11/PGM3/TNKS1BP1/GYG2/HS2ST1/SSB" 66
"GOCC_NEURON_PROJECTION" "GOCC_NEURON_PROJECTION" 29 0.265665091203611 0.914486225883953 0.565789473684211 1 1 "SBF2/SBF2/ARHGAP32/MYO1C/STAU2/MPDZ/RAPGEF2/RTN4" 60
"GOBP_HOMEOSTATIC_PROCESS" "GOBP_HOMEOSTATIC_PROCESS" 31 0.259723107255091 0.912403321845012 0.593073593073593 1 1 "PECAM1/PNPLA2/XKR8/DEDD2/THRA/RTN4/PPARG/ACADL/SLC22A5/SLC25A37/WNT5A" 97
"GOMF_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING" "GOMF_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING" 11 0.345919881504364 0.909414465330855 0.563440860215054 1 1 "MTA2/SMAD3/PPARG" 62
"GOBP_REGULATION_OF_KINASE_ACTIVITY" "GOBP_REGULATION_OF_KINASE_ACTIVITY" 12 0.336103367824015 0.907490834650897 0.591792656587473 1 1 "PRKRIP1/RAPGEF2/PPARG/WNT5A/SMYD3" 98
"GOBP_REGULATION_OF_AMIDE_METABOLIC_PROCESS" "GOBP_REGULATION_OF_AMIDE_METABOLIC_PROCESS" 11 -0.354665117860233 -0.906999230929634 0.579143389199255 1 1 "BIN1/TNKS1BP1/SSB" 71
"GOMF_CHROMATIN_BINDING" "GOMF_CHROMATIN_BINDING" 14 -0.326219591879736 -0.903477823079938 0.576427255985267 1 1 "BCL6/SBNO2/SIRT7/BRD4/TNRC18/PHF13" 49
"GOBP_TUBE_DEVELOPMENT" "GOBP_TUBE_DEVELOPMENT" 27 -0.275368371070259 -0.901942798116142 0.609075043630017 1 1 "FGF1/MTHFR/ERAP1/HS2ST1/KIF26B/TNMD" 48
"GOBP_CHEMICAL_HOMEOSTASIS" "GOBP_CHEMICAL_HOMEOSTASIS" 17 -0.310331914197929 -0.901651314797663 0.590909090909091 1 1 "TLCD1/ZNF236/CASQ2" 30
"GOBP_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM" "GOBP_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM" 11 0.342036932717686 0.899206292908425 0.587096774193548 1 1 "SBF2/SBF2/STK3/GOLGA2/VPS4A" 78
"GOCC_ENDOCYTIC_VESICLE" "GOCC_ENDOCYTIC_VESICLE" 10 0.354645582639972 0.89834752631271 0.584245076586433 1 1 "MYO1C/RAPGEF2/WNT5A/MYO6" 117
"GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA" "GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA" 11 0.341549947481166 0.897926021255439 0.593548387096774 1 1 "SMAD3/PPARG/CITED1/VEPH1/WNT5A" 97
"GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION" "GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION" 13 0.322880608390924 0.895724495268617 0.578059071729958 1 1 "ARHGAP32/CYTH1/DENND1A" 42
"GOBP_EXPORT_FROM_CELL" "GOBP_EXPORT_FROM_CELL" 13 0.322276970878485 0.894049904438126 0.580168776371308 1 1 "IL13RA2/PPARG/VPS4A/SLC22A5" 82
"GOCC_FIBRILLAR_CENTER" "GOCC_FIBRILLAR_CENTER" 10 -0.356437963868256 -0.891145651533824 0.598165137614679 1 1 "TRERF1/HEATR1/ZNF174/URB1" 55
"GOBP_MITOTIC_CELL_CYCLE_PROCESS" "GOBP_MITOTIC_CELL_CYCLE_PROCESS" 23 -0.282438555151555 -0.890072854601607 0.610320284697509 1 1 "FBXO31/TACC2/CCNJ/LPIN1/CCDC57/FHL1/BCL6/SIRT7/BRD4/CLASP2/PHF13" 145
"GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION" "GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION" 30 0.255837182004813 0.890040872765228 0.620390455531453 1 1 "FMN2/SMAD3/MYO1C/HOOK2/B4GALT7/GOLGA2/LIMCH1/CLIP1/MYO6/BID/FMN2/SVIL" 127
"GOBP_SYNAPTIC_SIGNALING" "GOBP_SYNAPTIC_SIGNALING" 12 0.328481028454025 0.886910252071056 0.613390928725702 1 1 "STAU2/RAPGEF2/RTN4/PMP22/WNT5A" 97
"GOBP_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT" "GOBP_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT" 22 -0.2841877348729 -0.885733046411342 0.618279569892473 1 1 "RUFY3/BCL6/BIN1/FGF1/CLASP2/ERAP1/DIXDC1/TNMD" 84
"REACTOME_RHO_GTPASE_CYCLE" "REACTOME_RHO_GTPASE_CYCLE" 16 -0.310666502493755 -0.882904680549753 0.638181818181818 1 1 "FAM13B/ARHGEF10L/FMNL2" 60
"GOBP_MALE_GAMETE_GENERATION" "GOBP_MALE_GAMETE_GENERATION" 11 -0.344968537558694 -0.882201779944874 0.601489757914339 1 1 "BCL6/PHC2/PGM3/NDC1" 79
"GOCC_POSTSYNAPSE" "GOCC_POSTSYNAPSE" 12 0.326418987092569 0.881342668359215 0.617710583153348 1 1 "ARHGAP32/MPDZ/RTN4/WNT5A" 97
"GOCC_SUPRAMOLECULAR_COMPLEX" "GOCC_SUPRAMOLECULAR_COMPLEX" 29 -0.267991273815604 -0.872847526857234 0.67032967032967 1 1 "SVIL/DPYSL3/BIN1/NAV1/CLASP2/DEK/SLC1A4/CASQ2/SSB" 50
"GOBP_CELL_MOTILITY" "GOBP_CELL_MOTILITY" 43 -0.241205019708929 -0.872795973473079 0.686832740213523 1 1 "NAV1/FGF1/CLASP2/ING1/LAMC2/DIXDC1/ANKS1A/FMNL2/TWIST2" 50
"GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ESTER_BONDS" "GOMF_HYDROLASE_ACTIVITY_ACTING_ON_ESTER_BONDS" 21 0.276497175348864 0.871216717988191 0.643497757847534 1 1 "PNPLA2/ZC3H12C" 12
"GOBP_INFLAMMATORY_RESPONSE" "GOBP_INFLAMMATORY_RESPONSE" 12 -0.330523017958893 -0.869753991210644 0.623376623376623 1 1 "VAMP8/BCL6/SHARPIN/SBNO2/BRD4" 87
"GOBP_CELLULAR_HOMEOSTASIS" "GOBP_CELLULAR_HOMEOSTASIS" 13 -0.323870860615784 -0.867829454521692 0.625 1 1 "PLCD1/ATP1A2/ZNF236/CASQ2" 29
"GOBP_FATTY_ACID_METABOLIC_PROCESS" "GOBP_FATTY_ACID_METABOLIC_PROCESS" 11 0.329843648711762 0.867150463082596 0.636559139784946 1 1 "AUH/ACADL/ACAD11/CRAT/QKI" 83
"GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS" "GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS" 23 0.269045726462757 0.865636717634865 0.640909090909091 1 1 "IL13RA2/SMAD3/MCC/STK3/RAPGEF2/MCC/RTN4/PPARG" 62
"GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE" "GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE" 11 -0.338477514684632 -0.865602028635129 0.618249534450652 1 1 "KANK1/PRKG1/ATP1A2/SVIL/RUFY3/BIN1" 119
"GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM" "GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM" 19 -0.29031541341975 -0.864161660087942 0.641929499072356 1 1 "FGF1/CLASP2/MTHFR/HS2ST1/KIF26B" 48
"GOBP_NEGATIVE_REGULATION_OF_SIGNALING" "GOBP_NEGATIVE_REGULATION_OF_SIGNALING" 30 0.247964058920913 0.862650790971525 0.689804772234273 1 1 "STAU2/MCC/THOC5/STK3/MCC/PPARG/CITED1/RGS3/VEPH1/WNT5A" 97
"GOBP_REGULATION_OF_TRANSFERASE_ACTIVITY" "GOBP_REGULATION_OF_TRANSFERASE_ACTIVITY" 15 0.29896682800499 0.862550904867156 0.669584245076586 1 1 "PRKRIP1/RAPGEF2/PPARG/WNT5A/SMYD3" 98
"GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE" "GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE" 12 -0.32760748613422 -0.862081922086168 0.636363636363636 1 1 "PTPN1/FGF1/DIXDC1/SH3RF3" 61
"GOBP_PROTEIN_CATABOLIC_PROCESS" "GOBP_PROTEIN_CATABOLIC_PROCESS" 20 -0.284815214480315 -0.861310554190947 0.649446494464945 1 1 "USP25/FMN2/SHARPIN/TRPC4AP/USP24/SH3RF3" 73
"GOBP_BLOOD_VESSEL_MORPHOGENESIS" "GOBP_BLOOD_VESSEL_MORPHOGENESIS" 13 0.310262290161354 0.860719182364733 0.632911392405063 1 1 "C1GALT1/RAPGEF2/PPARG/CITED1/QKI/WNT5A/ADGRB2" 113
"GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS" "GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS" 38 -0.245288872779794 -0.860671044775236 0.701627486437613 1 1 "VEPH1/LPIN1/FOXP1/GPC3/NEDD4/KANK1/CACNA2D1/ZFHX3/ATP1A2/ACSL1/CHST11/PTPN1/TRERF1/FGF1/ING1/CASQ2/TWIST2" 139
"GOBP_TISSUE_MORPHOGENESIS" "GOBP_TISSUE_MORPHOGENESIS" 20 -0.284482809615555 -0.860305327630965 0.649446494464945 1 1 "FGF1/CLASP2/MTHFR/HS2ST1/KIF26B" 48
"GOCC_CHROMATIN" "GOCC_CHROMATIN" 27 0.258289159270121 0.859904116416021 0.655011655011655 1 1 "DEAF1/HOXB4/HOXB5/MTA2/SMAD3" 30
"GOMF_ATP_DEPENDENT_ACTIVITY" "GOMF_ATP_DEPENDENT_ACTIVITY" 10 0.338629031089226 0.857776234380733 0.645514223194748 1 1 "MYO1C/ATAD3B/ATP8B4/VPS4A" 78
"GOBP_LOCOMOTION" "GOBP_LOCOMOTION" 36 0.237230354825529 0.85773339696558 0.712359550561798 1 1 "PECAM1/MTA2/SMAD3/MYO1C/MCC/RAPGEF2/MCC/RTN4/PPARG" 62
"HALLMARK_MITOTIC_SPINDLE" "HALLMARK_MITOTIC_SPINDLE" 12 -0.325741454126873 -0.857171556701817 0.647495361781076 1 1 "MID1/SHROOM1/RASA2/BIN1" 138
"GOMF_ENZYME_ACTIVATOR_ACTIVITY" "GOMF_ENZYME_ACTIVATOR_ACTIVITY" 15 -0.306389340062989 -0.856334081635597 0.669724770642202 1 1 "RASA2/FAM13B/PGAM5/ARHGEF10L/BNIP2" 77
"GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION" "GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION" 17 0.287780670250313 0.855644364855886 0.661504424778761 1 1 "SMAD3/HINFP/PPARG/CITED1/QKI/WNT5A/TRAF3IP2/TCF12" 123
"GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE" "GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE" 11 0.325327539271324 0.855277727597459 0.651612903225806 1 1 "SMAD3/STK3/VPS4A/NXT2/BID/TRAF3IP2" 121
"GOBP_EPITHELIAL_TUBE_MORPHOGENESIS" "GOBP_EPITHELIAL_TUBE_MORPHOGENESIS" 16 -0.300408460035556 -0.853751638213609 0.676363636363636 1 1 "FGF1/MTHFR/HS2ST1/KIF26B" 48
"GOMF_MOLECULAR_FUNCTION_ACTIVATOR_ACTIVITY" "GOMF_MOLECULAR_FUNCTION_ACTIVATOR_ACTIVITY" 27 0.2563390112222 0.853411624285237 0.65967365967366 1 1 "SBF2/SBF2/ARHGAP32/CYTH1/DENND1A/STK3/RAPGEF2/SH3PXD2A" 59
"GOBP_REGULATION_OF_MEMBRANE_POTENTIAL" "GOBP_REGULATION_OF_MEMBRANE_POTENTIAL" 10 -0.340959646961989 -0.852447655802985 0.647706422018349 1 1 "NEDD4/CACNA2D1/ATP1A2/FHL1/BIN1/CASQ2" 120
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS" "GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS" 11 0.323063710035685 0.849326178802471 0.664516129032258 1 1 "PRKRIP1/PPARG/SMYD3/PTPA/OXR1" 133
"GOCC_ACTIN_CYTOSKELETON" "GOCC_ACTIN_CYTOSKELETON" 17 0.2855008410895 0.848865858945162 0.676991150442478 1 1 "FMN2/ARHGAP32/MYO1C/SH3PXD2A" 59
"GOCC_APICAL_PART_OF_CELL" "GOCC_APICAL_PART_OF_CELL" 12 0.313438270876068 0.846294281102807 0.680345572354212 1 1 "MPDZ/RAPGEF2/SLC22A5/SLC26A6/CD44" 130
"GOBP_MUSCLE_SYSTEM_PROCESS" "GOBP_MUSCLE_SYSTEM_PROCESS" 14 -0.305143896078209 -0.845107865429819 0.681399631675875 1 1 "FOXP1/PRKG1/CACNA2D1/ATP1A2/BIN1/CASQ2" 134
"GOCC_ENVELOPE" "GOCC_ENVELOPE" 40 -0.237720183995885 -0.843507850098669 0.729582577132486 1 1 "SYNE3/BIN1/PTPN1/TOMM40L/FAM156B/PGAM5/TNRC18/BNIP2/TNMD/NDC1" 72
"GOBP_POSITIVE_REGULATION_OF_LOCOMOTION" "GOBP_POSITIVE_REGULATION_OF_LOCOMOTION" 15 0.291279271740469 0.840371492333574 0.700218818380744 1 1 "PECAM1/SMAD3/MYO1C/RAPGEF2/RTN4" 60
"GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION" "GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION" 18 0.277808280018722 0.840110305873152 0.689956331877729 1 1 "PECAM1/RAPGEF2/PPARG/LIMCH1/WNT5A/SMYD3" 98
"GOBP_CELL_CYCLE" "GOBP_CELL_CYCLE" 42 -0.234478548101648 -0.838440350695046 0.73502722323049 1 1 "FBXO31/TACC2/CCNJ/LPIN1/CCDC57/JADE2/ZFHX3/SVIL/FHL1/BCL6/BIN1/FMN2/SIRT7/BRD4/CLASP2/ING1/TP53I13/PHF13/NDC1" 83
"GOCC_ORGANELLE_SUBCOMPARTMENT" "GOCC_ORGANELLE_SUBCOMPARTMENT" 32 0.23565626844364 0.837331404266351 0.739224137931034 1 1 "ACSL1/PHTF1/FMO1/FMN2/PTPN1/LRBA/ILVBL/CLASP2/ERAP1/CASQ2" 85
"GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS" "GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS" 16 -0.293970932341634 -0.835456381768165 0.696363636363636 1 1 "PRR5L/GPC3/NEDD4/PTPN1/TNKS1BP1/SH3RF3" 135
"GOCC_ENDOSOME_MEMBRANE" "GOCC_ENDOSOME_MEMBRANE" 13 0.300534457232461 0.833732556305915 0.668776371308017 1 1 "SBF2/SBF2/ARHGAP32" 35
"GOCC_CELL_SUBSTRATE_JUNCTION" "GOCC_CELL_SUBSTRATE_JUNCTION" 13 -0.311111111111111 -0.83363901691511 0.691287878787879 1 1 "SVIL/FHL1/PI4KA/CLASP2/DIXDC1" 95
"GOCC_TRANSCRIPTION_REGULATOR_COMPLEX" "GOCC_TRANSCRIPTION_REGULATOR_COMPLEX" 12 0.307122414669897 0.829241248706314 0.710583153347732 1 1 "MTA2/SMAD3/PPARG" 62
"GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION" "GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION" 28 0.243655473997502 0.827957196275792 0.719101123595506 1 1 "PECAM1/STK32C/NKTR/NAA38" 34
"GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION" "GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION" 13 -0.308730804610014 -0.827260857149474 0.700757575757576 1 1 "FBXO31/CCNJ/CCDC57/FHL1/SIRT7/BRD4/CLASP2" 145
"GOBP_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS" "GOBP_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS" 15 -0.295907489386763 -0.827038134293491 0.699082568807339 1 1 "PTPN1/TNKS1BP1/SH3RF3" 61
"GOCC_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK" "GOCC_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK" 24 -0.259618931766449 -0.82388028965387 0.74430823117338 1 1 "ACSL1/PHTF1/FMO1/SYNE3/FMN2/PTPN1/LRBA/ILVBL/ERAP1/CASQ2" 85
"GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS" "GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS" 25 0.25185698995459 0.822872493523085 0.695348837209302 1 1 "RUFY3/BCL6/RAI1/ING1/DIXDC1/TNMD/TWIST2" 84
"GOBP_CELL_CYCLE_PROCESS" "GOBP_CELL_CYCLE_PROCESS" 30 -0.250488647437499 -0.822755871087927 0.770794824399261 1 1 "FBXO31/TACC2/CCNJ/LPIN1/CCDC57/SVIL/FHL1/BCL6/BIN1/FMN2/SIRT7/BRD4/CLASP2/PHF13/NDC1" 95
"GOBP_TAXIS" "GOBP_TAXIS" 10 -0.328839043805105 -0.822144422443655 0.673394495412844 1 1 "FGF1/CMTM8" 48
