userSet	dbSet	collection	pValueLog	oddsRatio	support	rnkPV	rnkOR	rnkSup	maxRnk	meanRnk	b	c	d	description	cellType	tissue	antibody	treatment	dataSource	filename	size
1	1064	EGR1	0.149497435500287	0.899544314696993	38	2084	2089	576	2089	1580	42	166	165	EGR1 K562 (myelogenous leukemia) EGR1	K562 (myelogenous leukemia)	NULL	EGR1		GTRD	EXP039497_K562--myelogenous-leukemia-_EGR1_MACS_EGR1_MA0162.4.damo.pwm.bed	19343
1	1777	FOXA1	0.149497435500287	0.899544314696993	38	2084	2089	576	2089	1580	42	166	165	FOXA1 VCaP (prostate carcinoma) FOXA1	VCaP (prostate carcinoma)	BTO:0003215	FOXA1	SHCTR_R1881	GEO	GSE56086_foxa1_vcap-shctr-r1881_MACS_FOXA1_MA0148.4.damo.pwm.bed	151769
1	457	CTCF	0.148672547071386	0.884879779243782	23	2086	2151	1391	2151	1880	26	181	181	CTCF WA01 (H1, human embryonic stem cells) CTCF	WA01 (H1, human embryonic stem cells)	NULL	CTCF		ENCODE	ENCSR000BNH_H1-hESC_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	44002
1	594	CTCF	0.148672547071386	0.884879779243782	23	2086	2151	1391	2151	1880	26	181	181	CTCF HepG2 (hepatoblastoma) CTCF	HepG2 (hepatoblastoma)	BTO:0000599	CTCF		GTRD	EXP030400_HepG2--hepatoblastoma-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	50764
1	639	CTCF	0.148672547071386	0.884879779243782	23	2086	2151	1391	2151	1880	26	181	181	CTCF PC9 (lung adenocarcinoma) CTCF	PC9 (lung adenocarcinoma)	NULL	CTCF		GTRD	EXP036849_PC9--lung-adenocarcinoma-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	40068
1	1439	ESR2	0.148672547071386	0.884879779243782	23	2086	2151	1391	2151	1880	26	181	181	ESR2 MDA-MB-231ERb(triple negative breast cancer) ESR2	MDA-MB-231ERb(triple negative breast cancer)	NULL	ESR2	Treatment: ethanol vehicle for 3 hr Passages: 20-25	GTRD	EXP048148_MDA-MB-231ERb-triple-negative-breast-cancer-_ESR2_MACS_ESR2_MA0258.2.damo.pwm.bed	6896
1	1668	FOXA1	0.148672547071386	0.884879779243782	23	2086	2151	1391	2151	1880	26	181	181	FOXA1 MCF-7L (invasive ductal carcinoma) FOXA1	MCF-7L (invasive ductal carcinoma)	NULL	FOXA1	tamoxifen	GTRD	EXP037125_MCF-7L--invasive-ductal-carcinoma-_FOXA1_MACS_FOXA1_MA0148.4.damo.pwm.bed	45331
1	1760	FOXA1	0.148672547071386	0.884879779243782	23	2086	2151	1391	2151	1880	26	181	181	FOXA1 LNCaP (prostate carcinoma) FOXA1	LNCaP (prostate carcinoma)	BTO:0001321	FOXA1	SHCTR_R1881	GEO	GSE37345_foxa1_lncap-shctr-r1881_MACS_FOXA1_MA0148.4.damo.pwm.bed	91386
1	1918	GATA1	0.148672547071386	0.884879779243782	23	2086	2151	1391	2151	1880	26	181	181	GATA1 K562 (myelogenous leukemia) GATA1	K562 (myelogenous leukemia)	NULL	GATA1		GTRD	EXP040807_K562--myelogenous-leukemia-_GATA1_MACS_GATA1_MA0035.4.damo.pwm.bed	55554
1	2952	MYCN	0.148672547071386	0.884879779243782	23	2086	2151	1391	2151	1880	26	181	181	MYCN Kelly (neuroblastoma) MYCN	Kelly (neuroblastoma)	NULL	MYCN		GEO	GSE80151_mycn_kelly_MACS_MYCN_MA0104.4.damo.pwm.bed	6908
1	3575	SMAD3	0.148672547071386	0.884879779243782	23	2086	2151	1391	2151	1880	26	181	181	SMAD3 HCC1954 (ductal breast carcinoma) SMAD3	HCC1954 (ductal breast carcinoma)	BTO:0005368	SMAD3	Treatment: TGF-beta CellType: Immortalized human mammary epithelial cells	GTRD	EXP047903_HCC1954--ductal-breast-carcinoma-_SMAD3_MACS_SMAD3_MA1622.1.damo.pwm.bed	34315
1	3844	TFAP2A	0.148672547071386	0.884879779243782	23	2086	2151	1391	2151	1880	26	181	181	TFAP2A HeLa S3 (cervical adenocarcinoma) TFAP2A	HeLa S3 (cervical adenocarcinoma)	BTO:0000568	TFAP2A	None	GTRD	EXP010503_HeLa-S3--cervical-adenocarcinoma-_TFAP2A_MACS_TFAP2A_MA0003.4.damo.pwm.bed	20858
1	3872	TFAP2C	0.148672547071386	0.884879779243782	23	2086	2151	1391	2151	1880	26	181	181	TFAP2C HeLa S3 (cervical adenocarcinoma) TFAP2C	HeLa S3 (cervical adenocarcinoma)	BTO:0000568	TFAP2C	None	GTRD	EXP010559_HeLa-S3--cervical-adenocarcinoma-_TFAP2C_MACS_TFAP2C_MA0524.2.damo.pwm.bed	21537
1	2983	NEUROG2	0.147998840937402	0.897272945505202	37	2097	2105	607	2105	1600	41	167	166	NEUROG2 MRC-5 (fetal lung fibroblasts) NEUROG2	MRC-5 (fetal lung fibroblasts)	BTO:0001590	NEUROG2	1 DPT	GTRD	EXP037154_MRC-5--fetal-lung-fibroblasts-_NEUROG2_MACS_NEUROG2_MA1642.1.damo.pwm.bed	33209
1	1791	FOXA1	0.147806569492548	0.907063032230911	57	2098	2052	174	2098	1440	62	147	145	FOXA1 LNCaP-abl (Prostate carcinoma) FOXA1	LNCaP-abl (Prostate carcinoma)	NULL	FOXA1	SHCTR	GEO	GSE63034_foxa1_lncap-abl-shctr_MACS_FOXA1_MA0148.4.damo.pwm.bed	150309
1	2801	MYC	0.147806569492548	0.907063032230911	57	2098	2052	174	2098	1440	62	147	145	MYC HUVEC-C (HUVEC, umbilical vein endothelial cells) MYC	HUVEC-C (HUVEC, umbilical vein endothelial cells)	BTO:0001949	MYC	NULL	GTRD	EXP000986_HUVEC-C--HUVEC--umbilical-vein-endothelial-cells-_MYC_MACS_MYC_MA0059.1.damo.pwm.bed	25750
1	4086	USF2	0.146887059682752	0.9058460497021	56	2100	2058	192	2100	1450	61	148	146	USF2 R3/R4 erythroid cells USF2	R3/R4 erythroid cells	NULL	USF2		GTRD	EXP035048_R3-R4-erythroid-cells_USF2_MACS_USF2_MA0526.3.damo.pwm.bed	27017
1	1383	ESR1	0.146104962778795	0.880274249245583	22	2101	2189	1459	2189	1920	25	182	182	ESR1 MCF7 (Invasive ductal breast carcinoma) ESR1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	ESR1	E2	GEO	GSE14664_esr1_mcf7-e2_MACS_ESR1_MA0112.3.damo.pwm.bed	45439
1	1571	FOSL2	0.146104962778795	0.880274249245583	22	2101	2189	1459	2189	1920	25	182	182	FOSL2 HepG2 (hepatoblastoma) FOSL2	HepG2 (hepatoblastoma)	BTO:0000599	FOSL2		ENCODE	ENCSR000BHP_HepG2_FOSL2_MACS_FOSL2_MA0478.1.damo.pwm.bed	19649
1	3874	TFAP2C	0.146104962778795	0.880274249245583	22	2101	2189	1459	2189	1920	25	182	182	TFAP2C HeLa S3 (cervical adenocarcinoma) TFAP2C	HeLa S3 (cervical adenocarcinoma)	BTO:0000568	TFAP2C	None	GTRD	EXP010559_HeLa-S3--cervical-adenocarcinoma-_TFAP2C_MACS_TFAP2C_MA0815.1.damo.pwm.bed	21482
1	2641	KLF5	0.145945668571747	0.904584310835063	55	2104	2066	211	2104	1460	60	149	147	KLF5 HEK293T (embryonic kidney) KLF5	HEK293T (embryonic kidney)	BTO:0002181	KLF5	Treatment: Over-expressing KLF5 E419Q	GTRD	EXP049093_HEK293T--embryonic-kidney-_KLF5_MACS_KLF5_MA0599.1.damo.pwm.bed	19582
1	880	CTCF	0.145710750479339	0.861919830674806	12	2105	2265	2233	2265	2200	14	192	193	CTCF T47D (invasive ductal carcinoma) CTCF	T47D (invasive ductal carcinoma)	BTO:0001248	CTCF	Treatment: 110 mM NaCl for 60 min  Source: T47D whole cell	GTRD	EXP053047_T47D--invasive-ductal-carcinoma-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	25287
1	1787	FOXA1	0.145710750479339	0.861919830674806	12	2105	2265	2233	2265	2200	14	192	193	FOXA1 MCF7 (Invasive ductal breast carcinoma) FOXA1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	FOXA1		GEO	GSE59530_foxa1_mcf7_MACS_FOXA1_MA0148.4.damo.pwm.bed	27941
1	1795	FOXA1	0.145710750479339	0.861919830674806	12	2105	2265	2233	2265	2200	14	192	193	FOXA1 LNCaP (prostate carcinoma) FOXA1	LNCaP (prostate carcinoma)	BTO:0001321	FOXA1		GEO	GSE64656_foxa1_lncap_MACS_FOXA1_MA0148.4.damo.pwm.bed	72532
1	2371	JUN	0.145710750479339	0.861919830674806	12	2105	2265	2233	2265	2200	14	192	193	JUN MCF7 (Invasive ductal breast carcinoma) JUN	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	JUN	Source: cJun - Tet cells; CellType: ERalpha-positive breast cancer cells; Treatment: 17beta estradiol 10nM for 1hr;	GTRD	EXP047660_MCF7--Invasive-ductal-breast-carcinoma-_JUN_MACS_JUN_MA1132.1.damo.pwm.bed	15447
1	3013	NFIC	0.145710750479339	0.861919830674806	12	2105	2265	2233	2265	2200	14	192	193	NFIC K562 (myelogenous leukemia) NFIC	K562 (myelogenous leukemia)	NULL	NFIC	NA	GTRD	EXP039955_K562--myelogenous-leukemia-_NFIC_MACS_NFIC_MA0119.1.damo.pwm.bed	21273
1	4079	USF2	0.145710750479339	0.861919830674806	12	2105	2265	2233	2265	2200	14	192	193	USF2 GM12878 (female B-cells lymphoblastoid cell line) USF2	GM12878 (female B-cells lymphoblastoid cell line)	NULL	USF2		ENCODE	ENCSR000DZU_GM12878_USF2_MACS_USF2_MA0526.3.damo.pwm.bed	4036
1	4082	USF2	0.145710750479339	0.861919830674806	12	2105	2265	2233	2265	2200	14	192	193	USF2 HepG2 (hepatoblastoma) USF2	HepG2 (hepatoblastoma)	BTO:0000599	USF2		ENCODE	ENCSR000EEF_HepG2_USF2_MACS_USF2_MA0526.3.damo.pwm.bed	7970
1	2907	MYC	0.144856762073312	0.89237403385168	35	2112	2123	691	2123	1640	39	169	168	MYC BL41(Burkitt lymphoma) MYC	BL41(Burkitt lymphoma)	NULL	MYC		GEO	GSE30726_myc_bl41_MACS_MYC_MA0147.3.damo.pwm.bed	13952
1	3485	RUNX1	0.144856762073312	0.89237403385168	35	2112	2123	691	2123	1640	39	169	168	RUNX1 ME-1 (acute myeloid leukemia ) RUNX1	ME-1 (acute myeloid leukemia )	NULL	RUNX1	Treatment: no dox; Genotype: CBFB-MYH11 knockdown construct, RUNX1 wildtype;	GTRD	EXP058216_ME-1--acute-myeloid-leukemia--_RUNX1_MACS_RUNX1_MA0002.2.damo.pwm.bed	24172
1	970	CTCF	0.1439943087175	0.901917647191454	53	2114	2075	236	2114	1480	58	151	149	CTCF WA01 (H1, human embryonic stem cells) CTCF	WA01 (H1, human embryonic stem cells)	NULL	CTCF	TROP	GEO	GSE52457_ctcf_h1-trop_MACS_CTCF_MA0139.1.damo.pwm.bed	77854
1	4122	YY1	0.143913964359051	0.90911674272241	82	2115	2051	13	2115	1390	88	122	119	YY1 GM12878 (female B-cells lymphoblastoid cell line) YY1	GM12878 (female B-cells lymphoblastoid cell line)	NULL	YY1		ENCODE	ENCSR000BNP_GM12878_YY1_MACS_YY1_MA0095.2.damo.pwm.bed	67878
1	703	CTCF	0.143407222390295	0.875284857812552	21	2116	2206	1535	2206	1950	24	183	183	CTCF Peyer's patch CTCF	Peyer's patch	NULL	CTCF		GTRD	EXP039547_Peyer-s-patch_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	34668
1	987	CTCF	0.143407222390295	0.875284857812552	21	2116	2206	1535	2206	1950	24	183	183	CTCF VCaP (prostate carcinoma) CTCF	VCaP (prostate carcinoma)	BTO:0003215	CTCF	ETOH	GEO	GSE84432_ctcf_vcap-etoh_MACS_CTCF_MA0139.1.damo.pwm.bed	36873
1	1651	FOXA1	0.143407222390295	0.875284857812552	21	2116	2206	1535	2206	1950	24	183	183	FOXA1 T47D (invasive ductal carcinoma) FOXA1	T47D (invasive ductal carcinoma)	BTO:0001248	FOXA1	NULL	GTRD	EXP000624_T47D--invasive-ductal-carcinoma-_FOXA1_MACS_FOXA1_MA0148.4.damo.pwm.bed	37716
1	2991	NFE2	0.143407222390295	0.875284857812552	21	2116	2206	1535	2206	1950	24	183	183	NFE2 K562 (myelogenous leukemia) NFE2	K562 (myelogenous leukemia)	NULL	NFE2		ENCODE	ENCSR000FCC_K562_NFE2_MACS_NFE2_MA0841.1.damo.pwm.bed	32173
1	528	CTCF	0.143207990945391	0.889727823303516	34	2120	2128	729	2128	1660	38	170	169	CTCF CTCF	NA	NA	CTCF	NA	NA	ENCSR000DUS_mammary_epithelial_cell_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	46934
1	1643	FOXA1	0.143207990945391	0.889727823303516	34	2120	2128	729	2128	1660	38	170	169	FOXA1 MDA-MB-453 (breast adenocarcinoma) FOXA1	MDA-MB-453 (breast adenocarcinoma)	BTO:0001908	FOXA1		Array Express	ERP001226_foxa1_mdamb453_MACS_FOXA1_MA0148.4.damo.pwm.bed	121163
1	4119	YY1	0.142982772627097	0.900507867066434	52	2122	2079	244	2122	1480	57	152	150	YY1 K562 (myelogenous leukemia) YY1	K562 (myelogenous leukemia)	NULL	YY1		ENCODE	ENCSR000BKU_K562_YY1_MACS_YY1_MA0095.2.damo.pwm.bed	24540
1	76	AR	0.142653900411616	0.842061627664786	5	2123	2347	3053	3053	2510	6	199	201	AR 22RV1 (prostate carcinoma) AR	22RV1 (prostate carcinoma)	BTO:0002999	AR	treatment: targeting ARV1/3/4/7 siARVs+R1881	GTRD	EXP048921_22RV1--prostate-carcinoma-_AR_MACS_AR_MA0007.3.damo.pwm.bed	13558
1	124	AR	0.142653900411616	0.842061627664786	5	2123	2347	3053	3053	2510	6	199	201	AR VCaP (prostate carcinoma) AR	VCaP (prostate carcinoma)	BTO:0003215	AR	DHAT_18H	GEO	GSE28950_AR_vcap-dhat-18h_MACS_AR_MA0007.3.damo.pwm.bed	28279
1	147	AR	0.142653900411616	0.842061627664786	5	2123	2347	3053	3053	2510	6	199	201	AR DU145 (prostate carcinoma) AR	DU145 (prostate carcinoma)	BTO:0001332	AR	FOXA1_ARQ6540X	GEO	GSE47987_AR_du145-foxa1-arq6540x_MACS_AR_MA0007.3.damo.pwm.bed	19896
1	162	AR	0.142653900411616	0.842061627664786	5	2123	2347	3053	3053	2510	6	199	201	AR LHSAR (prostate epithelial cells) AR	LHSAR (prostate epithelial cells)	NULL	AR	HOXB13	GEO	GSE56288_AR_lhsar-hoxb13_MACS_AR_MA0007.3.damo.pwm.bed	19730
1	279	BATF	0.142653900411616	0.842061627664786	5	2123	2347	3053	3053	2510	6	199	201	BATF OCI-LY10 (diffuse large B-cell lymphoma) BATF	OCI-LY10 (diffuse large B-cell lymphoma)	NULL	BATF	NA	GEO	GSE56857_batf_ocily10_MACS_BATF_MA0462.2.damo.pwm.bed	6946
1	1034	E2F4	0.142653900411616	0.842061627664786	5	2123	2347	3053	3053	2510	6	199	201	E2F4 HeLa S3 (cervical adenocarcinoma) E2F4	HeLa S3 (cervical adenocarcinoma)	BTO:0000568	E2F4		ENCODE	ENCSR000EVL_HeLa-S3_E2F4_MACS_E2F4_MA0470.2.damo.pwm.bed	1370
1	1366	ESR1	0.142653900411616	0.842061627664786	5	2123	2347	3053	3053	2510	6	199	201	ESR1 MCF7 (Invasive ductal breast carcinoma) ESR1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	ESR1	Treatment:  2 mM DSG for 25 mins	GTRD	EXP053229_MCF7--Invasive-ductal-breast-carcinoma-_ESR1_MACS_ESR1_MA0112.3.damo.pwm.bed	7503
1	1773	FOXA1	0.142653900411616	0.842061627664786	5	2123	2347	3053	3053	2510	6	199	201	FOXA1 DU145 (prostate carcinoma) FOXA1	DU145 (prostate carcinoma)	BTO:0001332	FOXA1		GEO	GSE47987_foxa1_du145_MACS_FOXA1_MA0148.4.damo.pwm.bed	3432
1	1969	GATA3	0.142653900411616	0.842061627664786	5	2123	2347	3053	3053	2510	6	199	201	GATA3 MCF7 (Invasive ductal breast carcinoma) GATA3	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	GATA3	E2, DEX	GTRD	EXP037457_MCF7--Invasive-ductal-breast-carcinoma-_GATA3_MACS_GATA3_MA0037.3.damo.pwm.bed	18053
1	2030	GATA6	0.142653900411616	0.842061627664786	5	2123	2347	3053	3053	2510	6	199	201	GATA6 HUES64 (embryonic stem cells) GATA6	HUES64 (embryonic stem cells)	NULL	GATA6		GTRD	EXP036793_HUES64--embryonic-stem-cells-_GATA6_MACS_GATA6_MA1104.2.damo.pwm.bed	24536
1	2044	GATA6	0.142653900411616	0.842061627664786	5	2123	2347	3053	3053	2510	6	199	201	GATA6 HUG1N GATA6	HUG1N	NA	GATA6		GEO	GSE51936_gata6_hug1n_MACS_GATA6_MA1104.2.damo.pwm.bed	5077
1	2262	JUN	0.142653900411616	0.842061627664786	5	2123	2347	3053	3053	2510	6	199	201	JUN Calu-3 (lung adenocarcinoma) JUN	Calu-3 (lung adenocarcinoma)	BTO:0002750	JUN		GTRD	EXP037683_Calu-3--lung-adenocarcinoma-_JUN_MACS_JUN_MA0099.3.damo.pwm.bed	5442
1	2263	JUN	0.142653900411616	0.842061627664786	5	2123	2347	3053	3053	2510	6	199	201	JUN Calu-3 (lung adenocarcinoma) JUN	Calu-3 (lung adenocarcinoma)	BTO:0002750	JUN		GTRD	EXP037683_Calu-3--lung-adenocarcinoma-_JUN_MACS_JUN_MA0462.2.damo.pwm.bed	5450
1	2267	JUN	0.142653900411616	0.842061627664786	5	2123	2347	3053	3053	2510	6	199	201	JUN Calu-3 (lung adenocarcinoma) JUN	Calu-3 (lung adenocarcinoma)	BTO:0002750	JUN		GTRD	EXP037683_Calu-3--lung-adenocarcinoma-_JUN_MACS_JUN_MA1130.1.damo.pwm.bed	5454
1	2268	JUN	0.142653900411616	0.842061627664786	5	2123	2347	3053	3053	2510	6	199	201	JUN Calu-3 (lung adenocarcinoma) JUN	Calu-3 (lung adenocarcinoma)	BTO:0002750	JUN		GTRD	EXP037683_Calu-3--lung-adenocarcinoma-_JUN_MACS_JUN_MA1132.1.damo.pwm.bed	5458
1	2620	JUND	0.142653900411616	0.842061627664786	5	2123	2347	3053	3053	2510	6	199	201	JUND PC3(bone mets prostate adenocarcinoma) JUND	PC3(bone mets prostate adenocarcinoma)	NULL	JUND		GEO	GSE29808_jund_pc3_MACS_JUND_MA0491.2.damo.pwm.bed	5373
1	3146	NR3C1	0.142653900411616	0.842061627664786	5	2123	2347	3053	3053	2510	6	199	201	NR3C1 SUP-B15 (Childhood B acute lymphoblastic leukemia) NR3C1	SUP-B15 (Childhood B acute lymphoblastic leukemia)	NULL	NR3C1	Treatment: 1uM dexamethasone in 0.02% ethanol Genotype: traslocation t(9;22)(q34;11) ? BCR-ABL1 e1-a2 fusion	GTRD	EXP052965_SUP-B15--Childhood-B-acute-lymphoblastic-leukemia-_NR3C1_MACS_NR3C1_MA0113.3.damo.pwm.bed	13374
1	3378	RELA	0.142653900411616	0.842061627664786	5	2123	2347	3053	3053	2510	6	199	201	RELA AC16 (normal cardiomyocytes) RELA	AC16 (normal cardiomyocytes)	NULL	RELA	TNFA	GEO	GSE51169_rela_ac16-tnfa_MACS_RELA_MA0107.1.damo.pwm.bed	3000
1	3406	REST	0.142653900411616	0.842061627664786	5	2123	2347	3053	3053	2510	6	199	201	REST Ishikawa (endometrial adenocarcinoma) REST	Ishikawa (endometrial adenocarcinoma)	BTO:0003041	REST		ENCODE	ENCSR000BUU_Ishikawa_REST_MACS_REST_MA0138.2.damo.pwm.bed	10003
1	3818	TCF7L2	0.142653900411616	0.842061627664786	5	2123	2347	3053	3053	2510	6	199	201	TCF7L2 HUES64 (embryonic stem cells) TCF7L2	HUES64 (embryonic stem cells)	NULL	TCF7L2		GTRD	EXP036767_HUES64--embryonic-stem-cells-_TCF7L2_MACS_TCF7L2_MA0523.1.damo.pwm.bed	6720
1	3840	TEAD4	0.142653900411616	0.842061627664786	5	2123	2347	3053	3053	2510	6	199	201	TEAD4 MKN28 (gastric tubular adenocarcinoma) TEAD4	MKN28 (gastric tubular adenocarcinoma)	BTO:0002381	TEAD4		GEO	GSE44416_tead4_mkn28_MACS_TEAD4_MA0809.2.damo.pwm.bed	4867
1	4024	TP53	0.142653900411616	0.842061627664786	5	2123	2347	3053	3053	2510	6	199	201	TP53 IMR90 (lung fibroblasts) TP53	IMR90 (lung fibroblasts)	NULL	TP53	NUT3A	GEO	GSE58740_tp53_imr90-nut3a_MACS_TP53_MA0106.3.damo.pwm.bed	3591
1	800	CTCF	0.141946215115403	0.899043591705589	51	2145	2091	261	2145	1500	56	153	151	CTCF neural progenitors CTCF	neural progenitors	NULL	CTCF		GTRD	EXP040290_neural-progenitors_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	64099
1	3542	RXRA	0.141946215115403	0.899043591705589	51	2145	2091	261	2145	1500	56	153	151	RXRA liver RXRA	liver	BTO:0000759	RXRA		GTRD	EXP045021_liver_RXRA_MACS_RXRA_MA0065.2.damo.pwm.bed	52471
1	466	CTCF	0.141803356961171	0.906680097536446	78	2147	2054	21	2147	1410	84	126	123	CTCF GM12891 (male B- cells lymphoblastoid cell line) CTCF	GM12891 (male B- cells lymphoblastoid cell line)	NULL	CTCF		ENCODE	ENCSR000DKX_GM12891_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	94019
1	1803	FOXA1	0.141503517837936	0.886936313844745	33	2148	2144	778	2148	1690	37	171	170	FOXA1 MCF7 (Invasive ductal breast carcinoma) FOXA1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	FOXA1		GEO	GSE72249_foxa1_mcf7_MACS_FOXA1_MA0148.4.damo.pwm.bed	47767
1	1876	GABPA	0.141503517837936	0.886936313844745	33	2148	2144	778	2148	1690	37	171	170	GABPA K562 (myelogenous leukemia) GABPA	K562 (myelogenous leukemia)	NULL	GABPA		ENCODE	ENCSR290MUH_K562_GABPA_MACS_GABPA_MA0062.3.damo.pwm.bed	15212
1	493	CTCF	0.140883739410908	0.897521930384484	50	2150	2102	275	2150	1510	55	154	152	CTCF CTCF	NA	NA	CTCF	NA	NA	ENCSR000DPG_fibroblast_of_upper_leg_skin_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	48760
1	3543	RXRA	0.140883739410908	0.897521930384484	50	2150	2102	275	2150	1510	55	154	152	RXRA liver RXRA	liver	BTO:0000759	RXRA		GTRD	EXP045021_liver_RXRA_MACS_RXRA_MA0074.1.damo.pwm.bed	48022
1	4125	YY1	0.140883739410908	0.897521930384484	50	2150	2102	275	2150	1510	55	154	152	YY1 A549 (lung carcinoma) YY1	A549 (lung carcinoma)	BTO:0000018	YY1	1 h with 0.02% Ethanol (Myers)	ENCODE	ENCSR000BPM_A549_YY1_MACS_YY1_MA0095.2.damo.pwm.bed	19542
1	290	BHLHE22	0.140689421964449	0.850873522173838	11	2153	2308	2332	2332	2260	13	193	194	BHLHE22 CAL-1 (plasmacytoid dendritic neoplasm) BHLHE22	CAL-1 (plasmacytoid dendritic neoplasm)	NULL	BHLHE22	NA	GEO	GSE43876_bhlhe22_cal1_MACS_BHLHE22_MA0818.1.damo.pwm.bed	16094
1	667	CTCF	0.140689421964449	0.850873522173838	11	2153	2308	2332	2332	2260	13	193	194	CTCF MCF10AT1 (breast premetastatic epithelial cells) CTCF	MCF10AT1 (breast premetastatic epithelial cells)	NULL	CTCF		GTRD	EXP038624_MCF10AT1--breast-premetastatic-epithelial-cells-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	34671
1	2174	HSF1	0.140689421964449	0.850873522173838	11	2153	2308	2332	2332	2260	13	193	194	HSF1 GM12878 (female B-cells lymphoblastoid cell line) HSF1	GM12878 (female B-cells lymphoblastoid cell line)	NULL	HSF1		ENCODE	ENCSR009MBP_GM12878_HSF1_MACS_HSF1_MA0486.2.damo.pwm.bed	3656
1	2369	JUN	0.140689421964449	0.850873522173838	11	2153	2308	2332	2332	2260	13	193	194	JUN MCF7 (Invasive ductal breast carcinoma) JUN	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	JUN	Source: cJun - Tet cells; CellType: ERalpha-positive breast cancer cells; Treatment: 17beta estradiol 10nM for 1hr;	GTRD	EXP047660_MCF7--Invasive-ductal-breast-carcinoma-_JUN_MACS_JUN_MA1128.1.damo.pwm.bed	14785
1	2370	JUN	0.140689421964449	0.850873522173838	11	2153	2308	2332	2332	2260	13	193	194	JUN MCF7 (Invasive ductal breast carcinoma) JUN	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	JUN	Source: cJun - Tet cells; CellType: ERalpha-positive breast cancer cells; Treatment: 17beta estradiol 10nM for 1hr;	GTRD	EXP047660_MCF7--Invasive-ductal-breast-carcinoma-_JUN_MACS_JUN_MA1130.1.damo.pwm.bed	15299
1	2992	NFE2	0.140689421964449	0.850873522173838	11	2153	2308	2332	2332	2260	13	193	194	NFE2 K562 (myelogenous leukemia) NFE2	K562 (myelogenous leukemia)	NULL	NFE2		GTRD	EXP040018_K562--myelogenous-leukemia-_NFE2_MACS_NFE2_MA0501.1.damo.pwm.bed	31106
1	39	AR	0.14056740098993	0.869861526103243	20	2159	2231	1606	2231	2000	23	184	184	AR CWR22 (prostate carcinoma) AR	CWR22 (prostate carcinoma)	BTO:0004594	AR		GTRD	EXP034146_CWR22--prostate-carcinoma-_AR_MACS_AR_MA0007.3.damo.pwm.bed	27642
1	1757	FOXA1	0.14056740098993	0.869861526103243	20	2159	2231	1606	2231	2000	23	184	184	FOXA1 LNCaP (prostate carcinoma) FOXA1	LNCaP (prostate carcinoma)	BTO:0001321	FOXA1	ETOH	GEO	GSE28264_foxa1_lncap-etoh_MACS_FOXA1_MA0148.4.damo.pwm.bed	79220
1	1491	FLI1	0.139794397767969	0.895939776063203	49	2161	2111	299	2161	1520	54	155	153	FLI1 A-673 clone Asp114 (Ewing sarcoma) FLI1	A-673 clone Asp114 (Ewing sarcoma)	NULL	FLI1	no doxycycline, serum-induction	GTRD	EXP038248_A-673-clone-Asp114--Ewing-sarcoma-_FLI1_MACS_FLI1_MA0475.2.damo.pwm.bed	64968
1	1277	ESR1	0.139740130874758	0.883987435415453	32	2162	2173	825	2173	1720	36	172	171	ESR1 MCF7 (Invasive ductal breast carcinoma) ESR1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	ESR1	Doxycycline + E2	GTRD	EXP038390_MCF7--Invasive-ductal-breast-carcinoma-_ESR1_MACS_ESR1_MA0112.3.damo.pwm.bed	39421
1	2587	JUND	0.139740130874758	0.883987435415453	32	2162	2173	825	2173	1720	36	172	171	JUND WA01 (H1, human embryonic stem cells) JUND	WA01 (H1, human embryonic stem cells)	NULL	JUND		ENCODE	ENCSR000BKP_H1-hESC_JUND_MACS_JUND_MA0492.1.damo.pwm.bed	13533
1	3358	RELA	0.139740130874758	0.883987435415453	32	2162	2173	825	2173	1720	36	172	171	RELA HAEC (human aortic endothelial cells) RELA	HAEC (human aortic endothelial cells)	NULL	RELA	control, 4h	GTRD	EXP038048_HAEC--human-aortic-endothelial-cells-_RELA_MACS_RELA_MA0107.1.damo.pwm.bed	10520
1	3538	RXRA	0.139740130874758	0.883987435415453	32	2162	2173	825	2173	1720	36	172	171	RXRA JMSU-1 (Bladder carcinoma) RXRA	JMSU-1 (Bladder carcinoma)	NULL	RXRA	genotype: RXRA S427F	GTRD	EXP040816_JMSU-1--Bladder-carcinoma-_RXRA_MACS_RXRA_MA0512.2.damo.pwm.bed	11428
